Campo_magnetico_x
xpos	B
1.6853932584269594E-4	42.75264464201309
5.0561797752809E-4	33.33390959712088
8.426966292134841E-4	26.326276548276013
0.001179775280898876	21.112480261746637
0.00151685393258427	17.189826838695367
0.001853932584269662	14.194258197238883
0.002191011235955056	11.870663769410665
0.00252808988764045	10.040945489956195
0.0028651685393258418	8.57977314853069
0.003202247191011236	7.397815977537924
0.00353932584269663	6.430472550710993
0.003876404494382022	5.630329654901716
0.0042134831460674165	4.962085562009085
0.004550561797752808	4.399095067785609
0.004887640449438202	3.92098765405029
0.0052247191011235965	3.512002934673545
0.005561797752808988	3.1598114217905495
0.005898876404494384	2.8546679662368772
0.006235955056179777	2.5887962558962445
0.006573033707865168	2.3559358795303824
0.00691011235955056	2.1510052015615897
0.007247191011235957	1.9698477296828518
0.007584269662921348	1.8090393622279701
0.00792134831460674	1.6657405062734048
0.008258426966292136	1.5375816049964899
0.008595505617977528	1.4225737804521634
0.00893258426966292	1.3190385288757553
0.009269662921348317	1.2255519935524004
0.009606741573033708	1.140900482004385
0.0099438202247191	1.064044723057183
0.010280898876404496	0.9940909665388754
0.010617977528089888	0.9302674770948007
0.010955056179775281	0.8719053079761981
0.011292134831460677	0.8184224918015028
0.011629213483146068	0.7693109753338538
0.01196629213483146	0.7241257701635111
0.012303370786516853	0.6824759023346303
0.012640449438202249	0.6440168298068137
0.012977528089887641	0.6084440633645816
0.013314606741573032	0.5754877787525408
0.013651685393258428	0.5449082488288072
0.01398876404494382	0.5164919569524788
0.014325842696629213	0.4900482785858134
0.014662921348314609	0.4654066386674855
0.015	0.4424140688235083
