Campo_magnetico_x
xpos	B
1.6853932584269594E-4	10.992856140826287
5.0561797752809E-4	10.860449783889978
8.426966292134841E-4	10.338823844765626
0.001179775280898876	9.61075336576689
0.00151685393258427	8.800910420496116
0.001853932584269662	7.986123288388193
0.002191011235955056	7.209391291229082
0.00252808988764045	6.491866478801187
0.0028651685393258418	5.841493712319663
0.003202247191011236	5.258706753730481
0.00353932584269663	4.7399764834148215
0.003876404494382022	4.279928768442541
0.0042134831460674165	3.8725589817843384
0.004550561797752808	3.5118957949372467
0.004887640449438202	3.1923383912291334
0.0052247191011235965	2.908805139999725
0.005561797752808988	2.65677689205296
0.005898876404494384	2.4322840995642196
0.006235955056179777	2.2318663472277054
0.006573033707865168	2.052520534382506
0.00691011235955056	1.8916466394043914
0.007247191011235957	1.74699572509839
0.007584269662921348	1.6166223854162804
0.00792134831460674	1.4988424513985075
0.008258426966292136	1.392196024617901
0.008595505617977528	1.2954155247532202
0.00893258426966292	1.2073982667141545
0.009269662921348317	1.1271830287997409
0.009606741573033708	1.0539300820297552
0.0099438202247191	0.9869041903563045
0.010280898876404496	0.9254601439206529
0.010617977528089888	0.869030442929762
0.010955056179775281	0.8171148028855175
0.011292134831460677	0.769271200340903
0.011629213483146068	0.7251082211605491
0.01196629213483146	0.6842785103490432
0.012303370786516853	0.6464731542293791
0.012640449438202249	0.6114168526485548
0.012977528089887641	0.5788637615600732
0.013314606741573032	0.548593905374793
0.013651685393258428	0.5204100744267829
0.01398876404494382	0.4941351362529147
0.014325842696629213	0.46960970055342055
0.014662921348314609	0.44669008704378094
0.015	0.4252465532289131
