Campo_magnetico_x
xpos	B
1.6853932584269594E-4	17.45755854823121
5.0561797752809E-4	16.176853212608126
8.426966292134841E-4	14.575719177869887
0.001179775280898876	12.933791054338723
0.00151685393258427	11.391031855732177
0.001853932584269662	10.004721981765352
0.002191011235955056	8.78825440879059
0.00252808988764045	7.733980266026167
0.0028651685393258418	6.825581402355074
0.003202247191011236	6.0443468466978425
0.00353932584269663	5.372127759163943
0.003876404494382022	4.792564354142457
0.0042134831460674165	4.29145305180936
0.004550561797752808	3.8567111148132183
0.004887640449438202	3.4781726743124746
0.0052247191011235965	3.147331733907145
0.005561797752808988	2.857086287900192
0.005898876404494384	2.6015064349408115
0.006235955056179777	2.375633933907709
0.006573033707865168	2.1753133973882903
0.00691011235955056	1.997052227122272
0.007247191011235957	1.8379053637431297
0.007584269662921348	1.6953808626476814
0.00792134831460674	1.5673626646764696
0.008258426966292136	1.452047429288436
0.008595505617977528	1.3478928085973874
0.00893258426966292	1.2535750065642324
0.009269662921348317	1.1679538692747986
0.009606741573033708	1.0900440876235307
0.0099438202247191	1.0189913685662717
0.010280898876404496	0.9540526537817694
0.010617977528089888	0.8945796437787036
0.010955056179775281	0.8400050291555048
0.011292134831460677	0.7898309457131829
0.011629213483146068	0.7436192621358106
0.01196629213483146	0.7009833826345692
0.012303370786516853	0.661581306036961
0.012640449438202249	0.6251097302765033
0.012977528089887641	0.5912990294703384
0.013314606741573032	0.559908961640881
0.013651685393258428	0.5307249901296919
0.01398876404494382	0.5035551220439783
0.014325842696629213	0.4782271836009032
0.014662921348314609	0.4545864657318622
0.015	0.43249368436591584
